Algorithm:		Bubble Sort         Merge Sort
-348062341	1123962460	1123962460
-1193017269	1124229297	1124229297
409195124	1124626458	1124626458
279540549	1125123143	1125123143
2102269841	1125714335	1125714335
227414481	1127307876	1127307876
1971614349	1127740690	1127740690
1243199807	1127801507	1127801507
1846947266	1127804132	1127804132
551193621	1128996043	1128996043
-697849891	1129539905	1129539905
-391080274	1131493186	1131493186
-1636598757	1133449396	1133449396
334411111	1133629121	1133629121
-1622012395	1135118291	1135118291
-1016951729	1136644669	1136644669
1793342632	1136723143	1136723143
-1565379660	1137288676	1137288676
-1076924033	1138009810	1138009810
-976133621	1139854532	1139854532
-958947525	1140395849	1140395849
1256104696	1141329736	1141329736
-1603135902	1145262876	1145262876
-1928239988	1146375442	1146375442
1315699052	1146404490	1146404490
1959632624	1146576266	1146576266
-1456172374	1147358388	1147358388
1678534675	1148390896	1148390896
613511905	1148616370	1148616370
-172936172	1148724013	1148724013
569187784	1151571058	1151571058
-862870392	1151578268	1151578268
-923487793	1152253434	1152253434
2100161476	1152874303	1152874303
-1681163561	1154042266	1154042266
-1686192430	1155137699	1155137699
1699302336	1155567463	1155567463
1275914177	1155825620	1155825620
-1496784641	1155897997	1155897997
-1201695896	1156603350	1156603350
214171286	1157111710	1157111710
305119454	1158148074	1158148074
-763132386	1158913184	1158913184
-1062758872	1158947401	1158947401
-149883441	1159138363	1159138363
509025526	1159388483	1159388483
1165340580	1159601027	1159601027
763419495	1160324536	1160324536
1376952330	1160604558	1160604558
1843933216	1161342137	1161342137
437415358	1161548590	1161548590
-2040914360	1162180998	1162180998
259643593	1162194392	1162194392
1693228321	1162966027	1162966027
491807926	1163050996	1163050996
-1826727855	1163099187	1163099187
1292921463	1163765259	1163765259
2051762466	1164616661	1164616661
265111705	1164709411	1164709411
748011067	1165331734	1165331734
479931565	1165340580	1165340580
1492186786	1166081279	1166081279
-1606750439	1166450841	1166450841
286864904	1166656013	1166656013
-2100739408	1167388433	1167388433
2005351341	1168131294	1168131294
-1787749451	1168393218	1168393218
884906587	1168582364	1168582364
1207582270	1168717103	1168717103
79603533	1169767295	1169767295
109931030	1169956088	1169956088
531980035	1170221698	1170221698
1912416905	1170947433	1170947433
20671041	1171116180	1171116180
-1304626500	1171562078	1171562078
-1460639016	1171988350	1171988350
-7945341	1172254135	1172254135
826414828	1172847533	1172847533
165791193	1174550115	1174550115
1605581514	1174991070	1174991070
1430084956	1175711968	1175711968
578407568	1175748407	1175748407
67090557	1176700921	1176700921
1097179702	1177353284	1177353284
220020808	1178675114	1178675114
885612987	1178718565	1178718565
1367080946	1180658140	1180658140
2071116923	1181210981	1181210981
-606045051	1181536087	1181536087
2075673089	1184569947	1184569947
-721737879	1184692384	1184692384
1479336909	1184912896	1184912896
-1589544292	1185368876	1185368876
1863512810	1185390705	1185390705
-783225899	1185709031	1185709031
-1963343544	1185719823	1185719823
-1751135258	1186838435	1186838435
-115444690	1188116174	1188116174
-440473066	1188443833	1188443833
-1465464248	1188994974	1188994974
-637337775	1189192585	1189192585
765783839	1189667768	1189667768
-1158837414	1191022140	1191022140
368557815	1191075800	1191075800
82804324	1192319327	1192319327
987326822	1192459149	1192459149
-61025344	1192583730	1192583730
1300626983	1193294867	1193294867
-1153583488	1195020521	1195020521
1253535473	1195260579	1195260579
-2050951363	1196145972	1196145972
1478541921	1196400577	1196400577
73667175	1197428814	1197428814
-1671502036	1198900092	1198900092
1419303107	1199426025	1199426025
1296800829	1200948465	1200948465
1101563906	1201250267	1201250267
406554990	1202379933	1202379933
42653599	1204380981	1204380981
-579224077	1206489313	1206489313
1404485214	1207044918	1207044918
-1161124683	1207553439	1207553439
519474978	1207582270	1207582270
1249504306	1208506300	1208506300
912527351	1208839154	1208839154
264842902	1210768969	1210768969
1676700803	1211623972	1211623972
-445634512	1211626957	1211626957
356183353	1213629410	1213629410
1975471470	1214436077	1214436077
1455832835	1215436264	1215436264
-1711839487	1215501173	1215501173
-1392811197	1215616558	1215616558
1333645789	1216648877	1216648877
-1535498670	1216994503	1216994503
1020717612	1217202985	1217202985
-1126774035	1217595494	1217595494
-1451928715	1218230673	1218230673
1502839601	1219439599	1219439599
391908731	1219942285	1219942285
-1576475636	1220312212	1220312212
588637357	1220896113	1220896113
-1199845800	1223545657	1223545657
1747099155	1224146907	1224146907
-909057804	1224623964	1224623964
1273074203	1227350554	1227350554
-728270439	1227357915	1227357915
-1943859517	1227804923	1227804923
82912830	1227834928	1227834928
-1211424542	1227889309	1227889309
-2002174140	1228169768	1228169768
142548384	1229334942	1229334942
-1929067830	1229411189	1229411189
706592872	1229561947	1229561947
-821001267	1229570801	1229570801
1677377233	1229586630	1229586630
-1822039033	1229926784	1229926784
-1597922484	1230551658	1230551658
-933646932	1230690021	1230690021
1603821734	1232178026	1232178026
-615462287	1232275381	1232275381
1048359831	1232420861	1232420861
-761161852	1233072179	1233072179
-1246962449	1234082253	1234082253
1369637467	1234173453	1234173453
17684016	1234382149	1234382149
1488683143	1234860566	1234860566
-1221547125	1235177424	1235177424
-196156178	1236705248	1236705248
2062840213	1237174571	1237174571
1964711704	1239299821	1239299821
1566124606	1239377681	1239377681
379037041	1240882278	1240882278
127740872	1240954267	1240954267
276478385	1241072652	1241072652
987631048	1241773475	1241773475
363491018	1242950734	1242950734
-288877690	1243199807	1243199807
-783324666	1243333371	1243333371
33312818	1243910201	1243910201
-1754442429	1245270028	1245270028
-393500482	1246192744	1246192744
1838935658	1246470883	1246470883
-2088161174	1247393913	1247393913
732242065	1249504306	1249504306
1637578817	1249658123	1249658123
-824922766	1249733613	1249733613
1702696722	1251153263	1251153263
-1709231598	1251275938	1251275938
-1498399051	1252906478	1252906478
-309473321	1253535473	1253535473
-1383631724	1255367926	1255367926
-811791530	1255615991	1255615991
-648362289	1256104696	1256104696
1926665376	1256110355	1256110355
1270475897	1256784425	1256784425
2064857313	1256863997	1256863997
-815139136	1257320971	1257320971
-2051849344	1257486990	1257486990
1399480827	1258003068	1258003068
1302701357	1258847269	1258847269
60801263	1258912287	1258912287
-698785412	1260428942	1260428942
-1705985576	1260788513	1260788513
-35153931	1262127970	1262127970
-1040716823	1262255571	1262255571
-51901488	1263135966	1263135966
819881320	1263391276	1263391276
-1165630032	1263476846	1263476846
645850517	1263998602	1263998602
-930046701	1264509562	1264509562
270207729	1265525068	1265525068
1978012507	1266348570	1266348570
988157356	1266768952	1266768952
-1262354279	1266880103	1266880103
-2110595270	1267658548	1267658548
1001222779	1268258028	1268258028
266756967	1268279047	1268279047
-1775544296	1268622988	1268622988
412648541	1268719174	1268719174
-1362134686	1268857438	1268857438
-1554455943	1270141870	1270141870
-946808947	1270221630	1270221630
1852146145	1270475897	1270475897
-2098013264	1272034284	1272034284
1979243327	1273031916	1273031916
-390595744	1273074203	1273074203
-859723256	1273497408	1273497408
-1561254116	1273897218	1273897218
323068469	1273921747	1273921747
1046379718	1275325153	1275325153
-355794844	1275914177	1275914177
674031732	1275962647	1275962647
1577972396	1276573016	1276573016
864135270	1277418893	1277418893
670889392	1278146317	1278146317
-139027230	1278420485	1278420485
214286521	1278564754	1278564754
-2005796034	1279342661	1279342661
-1867576100	1279411603	1279411603
-84348048	1279587590	1279587590
1799534192	1279607550	1279607550
-1383519800	1279974583	1279974583
-718258839	1280029358	1280029358
1848189645	1280265975	1280265975
-1235038126	1280648563	1280648563
1276573016	1280807348	1280807348
-830101769	1280996565	1280996565
-1623173295	1281123851	1281123851
1757662467	1281249618	1281249618
1786475463	1283149228	1283149228
-1121424869	1283517494	1283517494
-250643138	1283560431	1283560431
-1063689153	1284415590	1284415590
514567510	1284996420	1284996420
-1215841674	1285078665	1285078665
-951129272	1285555397	1285555397
-12879601	1285643498	1285643498
-1094208309	1286152998	1286152998
-1395556862	1286643212	1286643212
-1365266090	1286851975	1286851975
858307383	1288031843	1288031843
-1338532384	1288578073	1288578073
1976896943	1289420903	1289420903
646745994	1289516335	1289516335
1208839154	1290390907	1290390907
-1120471587	1291531743	1291531743
-17241298	1292294804	1292294804
-1208690305	1292360866	1292360866
354761184	1292844529	1292844529
2097980035	1292921463	1292921463
209027083	1293705256	1293705256
-936654383	1296268407	1296268407
-599103425	1296731622	1296731622
1185368876	1296800829	1296800829
848574977	1297837927	1297837927
-189068831	1298597862	1298597862
1114879321	1298998868	1298998868
640987183	1300165701	1300165701
-1479305079	1300626983	1300626983
-849382951	1300841903	1300841903
277197885	1300991222	1300991222
-691235703	1301186679	1301186679
-1144651852	1301244408	1301244408
-708623123	1301297238	1301297238
-931951183	1301423720	1301423720
665722297	1301646841	1301646841
881484858	1302001635	1302001635
-1226215964	1302701357	1302701357
1240882278	1303123331	1303123331
-216478230	1303595960	1303595960
723199185	1304921255	1304921255
359759830	1305065137	1305065137
-756967315	1306067689	1306067689
-1044874153	1307908168	1307908168
1436591299	1308370139	1308370139
1175748407	1308503871	1308503871
-1131526679	1308680475	1308680475
-483528726	1309450194	1309450194
-71664710	1310819051	1310819051
20363027	1310830301	1310830301
-1992434938	1311471298	1311471298
-1867251674	1312416823	1312416823
478891742	1313010054	1313010054
-1318379877	1313295938	1313295938
1827737897	1314258322	1314258322
612065351	1314282190	1314282190
-159340767	1315405857	1315405857
998839007	1315699052	1315699052
1010701673	1316035082	1316035082
2102753448	1317071111	1317071111
378624217	1317628084	1317628084
1639803100	1317726101	1317726101
74763324	1318535055	1318535055
-588713373	1318791373	1318791373
490885262	1320230132	1320230132
-1576264775	1320342252	1320342252
-367584139	1320476480	1320476480
1697700158	1320665181	1320665181
1550506261	1322171084	1322171084
-1404560563	1323803932	1323803932
-527010451	1324287330	1324287330
1790015429	1324439231	1324439231
2125377245	1324822156	1324822156
131792612	1325148139	1325148139
1873216640	1326113463	1326113463
433869234	1326257255	1326257255
1379234952	1326489469	1326489469
118399043	1326898250	1326898250
-896774725	1328865876	1328865876
298770581	1329238731	1329238731
680287421	1331195910	1331195910
-1071193368	1331594867	1331594867
-1278600237	1331722110	1331722110
455997104	1332190980	1332190980
-1357374149	1333005646	1333005646
79309717	1333645789	1333645789
-287311016	1333675693	1333675693
-1315312605	1337530186	1337530186
-1421181134	1337768234	1337768234
-1986311153	1338591053	1338591053
-1184582359	1339624769	1339624769
-1084884408	1340449728	1340449728
892346573	1340777368	1340777368
-40900829	1340808182	1340808182
3832874	1343812636	1343812636
1602185568	1344698354	1344698354
1193294867	1345302092	1345302092
1195020521	1349788758	1349788758
-873741772	1349857878	1349857878
1373074542	1351298872	1351298872
1000441583	1351498922	1351498922
-1420808372	1352434115	1352434115
-338958259	1352444217	1352444217
-1108539549	1353220061	1353220061
-399212404	1353332903	1353332903
396648137	1353367643	1353367643
-378126824	1353522498	1353522498
279034746	1354019871	1354019871
-840646682	1354193168	1354193168
638639990	1354984549	1354984549
687408270	1355776745	1355776745
-388516379	1356547740	1356547740
-1937238114	1356663254	1356663254
-940028347	1356848574	1356848574
614557678	1357135644	1357135644
-724808535	1357190026	1357190026
-1398037747	1357201390	1357201390
-1604014455	1358191198	1358191198
2033755378	1358541754	1358541754
-612526651	1358985331	1358985331
-1952706406	1359184983	1359184983
1405519801	1359194934	1359194934
-137245373	1359258885	1359258885
-1565047654	1361021529	1361021529
-302531248	1361500163	1361500163
